State,City,Avg In Rain / Year
Missouri,Poplar Bluff,48
Missouri,Springfield,45.6
Missouri,Stockton Lake Dam,45.9
Missouri,Wappapello Lake Dam,48.6
Missouri,Clinton,45
Missouri,Columbia,46.3
Missouri,Jefferson City,43.1
Missouri,Kansas City,39.1
Missouri,"Lake Ozark, Lakeside",43.2
Missouri,Lees Summit,43.3
Missouri,Nevada,46.5
Missouri,Pomme De Terre Lake Dam,44.7
Missouri,Rolla,48.2
Missouri,St Charles,43.1
Missouri,St Louis,41
Missouri,Hannibal,41.4
Missouri,Kirksville,40.7
Missouri,Maryville,37.3
Missouri,Moberly,43.2
Missouri,St Joseph,35.6
Missouri,Trenton,39.9
Mississippi,Biloxi,64.8
Mississippi,Gulfport,65.7
Mississippi,Pascagoula,65
Mississippi,Picayune,63.1
Mississippi,Hattiesburg,61.6
Mississippi,Laurel,56.6
Mississippi,McComb,61.1
Mississippi,Natchez,61
Mississippi,Greenville,52.4
Mississippi,Greenwood,51.8
Mississippi,Jackson,54.1
Mississippi,Meridian,56.2
Mississippi,Vicksburg,56.1
Mississippi,Clarksdale,53.5
Mississippi,Corinth City,56.7
Mississippi,Grenada,59.2
Mississippi,Holly Springs,57.5
Mississippi,Tunica,53.8
Mississippi,Tupelo,55
Mississippi,Jackson,111
Minnesota,Albert Lea,34.1
Minnesota,Faribault,32.6
Minnesota,Mankato,32.3
Minnesota,Minneapolis,30.6
Minnesota,Pipestone,27.6
Minnesota,Redwood Falls,27.5
Minnesota,Rochester,33
Minnesota,St. Paul,33.5
Minnesota,Winona,35.1
Minnesota,Worthington,29.2
Minnesota,Big Sandy Lake Dam,27.9
Minnesota,Duluth,31
Minnesota,Grand Marais,24.6
Minnesota,Grand Portage,31.2
Minnesota,Grand Rapids,28.9
Minnesota,Gunflint Lake,27.1
Minnesota,Hibbing,25.3
Minnesota,International Falls,24.2
Minnesota,Two Harbors,31.1
Minnesota,Wild River State Park,32.5
Minnesota,Agassiz Wildlife Refuge,23.1
Minnesota,Alexandria,25.1
Minnesota,Bemidji,26.6
Minnesota,Brainerd,28.4
Minnesota,Detroit Lakes,27.5
Minnesota,Moorhead,25
Minnesota,St. Cloud,27.7
Minnesota,Warroad,24.5
Minnesota,Waskish,25.6
Michigan,Ann Arbor,37.6
Michigan,Dearborn,33.9
Michigan,Detroit,33.5
Michigan,Flint,31.4
Michigan,Harbor Beach,34.1
Michigan,Monroe,34.4
Michigan,Port Huron,33.8
Michigan,Saginaw,33.2
Michigan,Battle Creek,33.2
Michigan,Benton Harbor,36.3
Michigan,Grand Rapids,38.3
Michigan,Holland,36.8
Michigan,Lansing,31.8
Michigan,Mt Pleasant,32.3
Michigan,Muskegon,33.5
Michigan,Alpena,28.1
Michigan,Cadillac,34
Michigan,Cheboygan,30.8
Michigan,East Tawas,31.3
Michigan,Frankfort,35
Michigan,Gaylord,36.2
Michigan,Harrisville,30.6
Michigan,Houghton Lake,30.8
Michigan,Ludington,36.2
Michigan,Petoskey,32
Michigan,Traverse City,33.1
Michigan,Champion Van Riper Park,32.8
Michigan,De Tour Village,30.5
Michigan,Escanaba,28.7
Michigan,Houghton,27.8
Michigan,Iron Mountain,29.7
Michigan,Ironwood,34.9
Michigan,Manistique,30.2
Michigan,Marquette,29.1
Michigan,Munising,38.5
Michigan,Sault Ste Marie,33
Michigan,Tahquamenon Falls Park,36.2
Michigan,Whitefish Point,32.3
Massachusetts,Chatham,47
Massachusetts,"Edgartown, Martha's Vineyard",46.9
Massachusetts,Hyannis,43.3
Massachusetts,Nantucket,44.4
Massachusetts,"Vineyard Haven, Martha's Vineyard",45.2
Massachusetts,Boston,43.8
Massachusetts,Brockton,49.9
Massachusetts,East Wareham,50.3
Massachusetts,"Great Blue Hill, Milton",53.4
Massachusetts,Haverhill,50
Massachusetts,Hingham,52.2
Massachusetts,Marblehead,48.3
Massachusetts,New Bedford,51.9
Massachusetts,Newburyport,49.8
Massachusetts,Plymouth,52.3
Massachusetts,Taunton,48.8
Massachusetts,Amherst,46
Massachusetts,Barre Falls Reservoir Dam,46.9
Massachusetts,Buffumville Lake,48.7
Massachusetts,East Brimfield Lake,47.7
Massachusetts,Lowell,47
Massachusetts,Tully Lake,46.7
Massachusetts,Worcester,48.1
Massachusetts,Great Barrington,48.6
Massachusetts,Knightville Reservoir Dam,49.3
Massachusetts,Lanesboro,46.2
Massachusetts,West Otis,47.7
Massachusetts,Worthington,53
Maryland,Assateague Island,44.1
Maryland,Chestertown,44.1
Maryland,Ocean City,42.4
Maryland,Royal Oak,46.8
Maryland,Salisbury,45.9
Maryland,Snow Hill,46.1
Maryland,Aberdeen,44.8
Maryland,Annapolis,47.3
Maryland,Baltimore,41.9
Maryland,Beltsville,41.8
Maryland,Catoctin Mountain Park,47.3
Maryland,College Park,43.7
Maryland,Frederick,41
Maryland,La Plata,43.6
Maryland,Rockville,40.3
Maryland,Cumberland,37.4
Maryland,Hagerstown,39.3
Maryland,Oakland,47.8
Maryland,Savage River Reservoir Dam,39.8
Maine,Acadia National Park,56.7
Maine,Belfast,47.9
Maine,Brunswick,51.1
Maine,Eastport,45.8
Maine,Ellsworth,46.2
Maine,Jonesboro,51.2
Maine,Kennebunkport,51.1
Maine,Newcastle,48.2
Maine,Port Clyde,46.8
Maine,Portland,47.3
Maine,Augusta,41.9
Maine,Bangor,41.9
Maine,Dover-Foxcroft,43.6
Maine,"Flagstaff Lake, Long Falls Dam",41.2
Maine,Grand Lake Stream,44.8
Maine,Lewiston,45.1
Maine,"Lower Richardson Lake, Middle Dam",39.3
Maine,Rangeley,41.8
Maine,Waterville,42.8
Maine,"Chesuncook Lake, Ripogenus Dam",47.2
Maine,Fort Kent,39.1
Maine,Millinocket,43.9
Maine,"Moosehead Lake, Brassua Dam",42.6
Maine,Presque Isle,35.8
Louisiana,Boothville,59.4
Louisiana,Crowley,61.1
Louisiana,Houma,62.3
Louisiana,Lafayette,60.5
Louisiana,Lake Charles,57.5
Louisiana,Morgan City,60.3
Louisiana,New Iberia,60.4
Louisiana,New Orleans,62.7
Louisiana,Rockefeller Wildlife Refuge,59.5
Louisiana,Baton Rouge,60.7
Louisiana,Bogalusa,62.5
Louisiana,Hammond,62.6
Louisiana,New Roads,58.8
Louisiana,Slidell,62.9
Louisiana,Alexandria,60.9
Louisiana,Leesville,57.7
Louisiana,Natchitoches,55.5
Louisiana,Winnfield,57.1
Louisiana,Lake Providence,57.3
Louisiana,Monroe,56.7
Louisiana,Ruston,54.8
Louisiana,Shreveport,51.4
Louisiana,Baton Rouge,99
Kentucky,Ashland,44.1
Kentucky,Baxter,49.4
Kentucky,Farmers,47.4
Kentucky,Jackson,48.3
Kentucky,London,47.1
Kentucky,Mount Sterling,45.5
Kentucky,Abraham Lincoln Birthplace Park,50.4
Kentucky,Bernheim Forest,48.5
Kentucky,Covington,42.5
Kentucky,Frankfort,45.6
Kentucky,"Harrington Lake, Dix Dam",43.1
Kentucky,Lexington,45.2
Kentucky,Louisville,44.9
Kentucky,Rough River Lake,48.8
Kentucky,"Warsaw, Markland Dam",44.7
Kentucky,Barren River Lake,51.2
Kentucky,Bowling Green,49.7
Kentucky,Mammoth Cave,52.2
Kentucky,Monticello,50
Kentucky,Nolin River Lake,51.2
Kentucky,Stearns,52.4
Kentucky,Henderson,44.8
Kentucky,Hopkinsville,51.1
Kentucky,Kentucky Dam Village,51.2
Kentucky,Paducah,49.1
Kansas,Chanute,44.5
Kansas,Fort Scott,45
Kansas,Independence,45.1
Kansas,John Redmond Lake,37.5
Kansas,Kansas City,39.1
Kansas,Lawrence,39.9
Kansas,Leavenworth,42.9
Kansas,Olathe,41.9
Kansas,Perry Lake,39.2
Kansas,Pomona Lake,39.5
Kansas,Topeka,36.5
Kansas,Concordia,27.9
Kansas,Great Bend,26.7
Kansas,Hutchinson,30.6
Kansas,Lovewell Reservoir Dam,27.3
Kansas,Manhattan,35.6
Kansas,Marion Lake,34.3
Kansas,Milford Lake,32.9
Kansas,Salina,31.5
Kansas,Tallgrass Prairie Preserve,35.7
Kansas,Tuttle Creek Lake,33
Kansas,Wichita,32.6
Kansas,Wilson Lake,26
Kansas,Colby,20.7
Kansas,Dodge City,21.6
Kansas,Elkhart,18.3
Kansas,Garden City,19.2
Kansas,Goodland,19.7
Kansas,Keith Sebelius Reservoir,25.8
Kansas,Kirwin Reservoir Dam,25.5
Kansas,Liberal,20.3
Kansas,Webster Reservoir Dam,24.4
Iowa,Burlington,38.5
Iowa,Cedar Rapids,37.6
Iowa,Clinton,34.6
Iowa,Cresco,36.4
Iowa,Davenport,36
Iowa,Decorah,34.7
Iowa,Dubuque,36.3
Iowa,Iowa City,37.6
Iowa,Keokuk,39.2
Iowa,Waterloo,34.6
Iowa,Ames,35.8
Iowa,Des Moines,36
Iowa,Fort Dodge,35.6
Iowa,Marshalltown,37.4
Iowa,Mason City,35.2
Iowa,Ottumwa,37.1
Iowa,Rathbun Lake Dam,38.9
Iowa,Carroll,34.3
Iowa,Lake Park,30.4
Iowa,Milford,29.6
Iowa,Onawa,30.5
Iowa,Shenandoah,36.3
Iowa,Sioux City,27.7
Iowa,Storm Lake,34.7
Indiana,Angola,39
Indiana,Fort Wayne,38.3
Indiana,Indiana Dunes Lakeshore,39.1
Indiana,Rochester,40.7
Indiana,South Bend,38
Indiana,Valparaiso,40.8
Indiana,Anderson,41.4
Indiana,Indianapolis,42.4
Indiana,Kokomo,42.9
Indiana,Lafayette,38.9
Indiana,Marion,40.5
Indiana,Muncie,40.1
Indiana,Richmond,40.7
Indiana,Terre Haute,43.8
Indiana,Bloomington,47.4
Indiana,Brookville,43.2
Indiana,Charlestown,45.3
Indiana,Columbus,44.2
Indiana,Evansville,46.8
Indiana,Paoli,47.7
Indiana,Tell City,48.4
Illinois,Aurora,37.7
Illinois,Chicago Botanical Garden,37.8
Illinois,Chicago Midway Airport,39.1
Illinois,Chicago O'Hare Airport,36.9
Illinois,Chicago University,38
Illinois,Elgin,37.8
Illinois,Joliet,36.8
Illinois,Antioch,36.7
Illinois,DeKalb,37
Illinois,Dixon,38.4
Illinois,Freeport,36.1
Illinois,Moline,38
Illinois,Rockford,36.2
Illinois,Waukegan,35.6
Illinois,Alton,41.3
Illinois,Cahokia,42.7
Illinois,Danville,42
Illinois,Peoria,36.5
Illinois,Quincy,37.3
Illinois,Springfield,37.4
Illinois,Urbana,41.4
Illinois,Cairo,48.6
Illinois,Marion,48.5
Illinois,Mt Vernon,43.4
Idaho,Driggs,17.1
Idaho,Idaho Falls,10.4
Idaho,Island Park,26.2
Idaho,Malad City,13.2
Idaho,Pocatello,13.6
Idaho,Preston,17.5
Idaho,Saint Anthony,14.5
Idaho,Craters of the Moon Monument,15.6
Idaho,Grouse,13.7
Idaho,Ketchum,18
Idaho,"Lake Walcott, Minidoka Dam",9.5
Idaho,Middle Fork Lodge,16.1
Idaho,Salmon,9.5
Idaho,"Stanley, Sawtooth Recreation Area",12.3
Idaho,Twin Falls,11.1
Idaho,Boise,11.7
Idaho,Brownlee Reservoir Dam,16
Idaho,Bruneau,7.6
Idaho,Idaho City,22.4
Idaho,"Lake Lowell, Deer Flat Dam",10
Idaho,McCall,25.7
Idaho,Mountain Home,10.6
Idaho,Coeur d’Alene,25.7
Idaho,Elk City,30.7
Idaho,Kellogg,33.8
Idaho,Lewiston,12.3
Idaho,Moscow,27.1
Idaho,Porthill,20.8
Idaho,Powell,37.7
Idaho,Riggins,17.2
Idaho,Sandpoint,33.9
Idaho,Wallace,38.4
Hawaii,Hawaii Volcanoes Park,102.7
Hawaii,Hilo,126.7
Hawaii,Kailua Kona,18.4
Hawaii,Kapoho Beach,82.2
Hawaii,Mauna Loa Observatory,24.6
Hawaii,Naalehu,48.7
Hawaii,Opihihale,36.6
Hawaii,Puukohola Heiau,10.6
Hawaii,Upolu Point,32.9
Hawaii,Kilauea,68.6
Hawaii,Lihue,37.1
Hawaii,Makaweli,23
Hawaii,Mana,22.7
Hawaii,Princeville Ranch,77.8
Hawaii,Waimea,21.8
Hawaii,Lanai Airport,15.6
Hawaii,Lanai City,28.3
Hawaii,Haleakala National Park,49.7
Hawaii,Hana,79.2
Hawaii,Kahului,17.8
Hawaii,Kapalua,29
Hawaii,Kula,23.3
Hawaii,Makena State Park,17.2
Hawaii,Ohe'o Gulch Pools,84
Hawaii,Puukolii,25.5
Hawaii,Wailuku,33.5
Hawaii,Kalaupapa,38.6
Hawaii,Kaunakakai,16.7
Hawaii,Molokai Airport,24.7
Hawaii,Honolulu,17.1
Hawaii,Kahuku,35.6
Hawaii,Kaneohe,52.9
Hawaii,Waikiki,22.4
Hawaii,Waimanalo,43.3
Hawaii,Waimea Falls Park,54.7
Hawaii,"Hilo, Big Island",36
Georgia,Athens,46.3
Georgia,Atlanta,49.7
Georgia,Blairsville,56
Georgia,Clayton,69
Georgia,Dalton,55.3
Georgia,Gainesville,53.2
Georgia,Helen,68.6
Georgia,Rome,54.1
Georgia,Toccoa,57.4
Georgia,Augusta,43.6
Georgia,Columbus,46.8
Georgia,Dublin,47.3
Georgia,La Grange,52.3
Georgia,Macon,45.7
Georgia,Milledgeville,47
Georgia,Albany,51.4
Georgia,Brunswick,49.6
Georgia,Cumberland Island,48.8
Georgia,Sapelo Island,50.6
Georgia,Savannah,48
Georgia,Thomasville,53.2
Georgia,Valdosta,54.2
Georgia,Waycross,46.8
Georgia,Athens,113
Florida,Arcadia,52.2
Florida,Avon Park,50.8
Florida,Big Cypress National Preserve,58.2
Florida,Bradenton,56.2
Florida,"Everglades Park, Royal Palm",55
Florida,Ft. Lauderdale,66.5
Florida,Ft. Myers,55.9
Florida,Ft. Pierce,53.8
Florida,Hialeah,70.4
Florida,Key West,39.8
Florida,Miami,61.9
Florida,Miami Beach,51.7
Florida,Naples,55.6
Florida,Pompano Beach,60
Florida,Tavernier (Key Largo),46
Florida,Venice,50.5
Florida,Vero Beach,56.9
Florida,West Palm Beach,62.3
Florida,Bartow,52.1
Florida,Daytona Beach,49.6
Florida,Lakeland,54.8
Florida,Melbourne,52
Florida,Orlando,50.7
Florida,Plant City,53.6
Florida,St. Petersburg,50.8
Florida,Tampa,46.3
Florida,Gainesville,51.1
Florida,Glen St. Mary,51.2
Florida,Jacksonville,52.4
Florida,Jacksonville Beach,50
Florida,Jasper,51.5
Florida,Lake City,52.6
Florida,Live Oak,51.5
Florida,Madison,52.5
Florida,Ocala,50.8
Florida,St. Augustine,49
Florida,Apalachicola,57.7
Florida,Crestview,62.9
Florida,DeFuniak Springs,63.7
Florida,Monticello,56.8
Florida,Niceville,71
Florida,Panama City,61.1
Florida,Pensacola,65.3
Florida,Tallahassee,59.2
Florida,Apalachicola,128
Connecticut,Bridgeport,42.7
Connecticut,Groton,49.7
Connecticut,New Haven,47.1
Connecticut,New London,46.5
Connecticut,Norwich,54.8
Connecticut,Stamford,53.2
Connecticut,Burlington,53.4
Connecticut,Danbury,52.8
Connecticut,Hartford,45.9
Connecticut,Mansfield Hollow Lake,52.1
Connecticut,Middletown,51.2
Connecticut,Norfolk,53.1
Connecticut,West Thompson Lake,51.1
Connecticut,Woodbury,51.7
Colorado,Alamosa,7.3
Colorado,Aspen,24.9
Colorado,Browns Park Wildlife Refuge,8.5
Colorado,Colorado National Monument,11.4
Colorado,Cortez,12.6
Colorado,Crested Butte,24.1
Colorado,Dinosaur National Monument,11.4
Colorado,Durango,21
Colorado,Glenwood Springs,17.2
Colorado,Grand Junction,9.4
Colorado,Gunnison,10.6
Colorado,Leadville,12.5
Colorado,Mesa Verde National Park,18.5
Colorado,Ouray,24.7
Colorado,Steamboat Springs,24.6
Colorado,Taylor Park Reservoir,18.3
Colorado,Telluride,23.3
Colorado,Vail,23.1
Colorado,Boulder,20.7
Colorado,Burlington,17.7
Colorado,Canon City,13.5
Colorado,Colorado Springs,16.5
Colorado,Denver,15.6
Colorado,Estes Park,16.5
Colorado,Florissant Fossil Beds Monument,16.9
Colorado,Fort Collins,15
Colorado,Great Sand Dunes Monument,12.4
Colorado,Greeley,14.7
Colorado,Lakewood,17.3
Colorado,Pueblo,12.6
Colorado,Sterling,15.9
Colorado,Trinidad,13.8
California,Antioch,13.2
California,Berkeley,26.7
California,Chico,26.7
California,Concord,18.1
California,Davis,19.6
California,Fairfield,24.8
California,Fremont,16.7
California,Fresno,11.5
California,Hayward,18
California,Livermore,15.2
California,Madera,12.2
California,Merced,13
California,Modesto,13.1
California,Napa,27.7
California,Newark,15.1
California,Oakland,24
California,Palo Alto,16.2
California,Petaluma,26.7
California,Porterville,11.2
California,Redding,34.6
California,Redwood City,20.3
California,Richmond,24.9
California,Sacramento,18.5
California,San Francisco,23.7
California,San Jose,15.8
California,San Rafael,35.2
California,Santa Rosa,32.2
California,Stockton,17.8
California,Tracy,12.9
California,Turlock,12.4
California,Vacaville,26.1
California,Watsonville,23.5
California,Woodland,21.3
California,Anaheim,13.4
California,Bakersfield,6.5
California,Burbank,17.3
California,Chula Vista,9.8
California,El Centro,2.9
California,Escondido,15
California,Fullerton,13.9
California,Irvine,14.3
California,Lancaster,7.4
California,Long Beach,12.3
California,Los Angeles,14.9
California,Oceanside,10.3
California,Ontario,15
California,Oxnard,15.9
California,Palmdale,7.4
California,Pasadena,21.2
California,Pomona,17.2
California,Riverside,10.3
California,Salinas,12.8
California,San Bernardino,16
California,San Diego,10.3
California,San Luis Obispo,23.1
California,Santa Ana,13.6
California,Santa Barbara,19.4
California,Thousand Oaks,16.5
California,Torrance,14.5
California,Victorville,6.2
California,Visalia,10.9
California,Bakersfield,191
California,Imperial Beach,10.5
California,Laguna Beach,13.8
California,Newport Beach,10.6
California,Oceanside,10.3
California,San Diego,10.3
California,Santa Catalina Island,13.7
California,Long Beach,12.3
California,Oxnard,15.9
California,Santa Monica,12.7
California,Big Sur State Park,44.9
California,Lompoc,16
California,Monterey,17.8
California,Morro Bay,17.5
California,Pismo Beach,16.9
California,Salinas,12.8
California,Santa Barbara,19.4
California,Half Moon Bay,29
California,Pacifica,31.9
California,"San Francisco, Fort Funston",20.7
California,San Gregorio,30.8
California,Santa Cruz,31.4
California,Crescent City,64
California,Eureka,40.3
California,Fort Bragg,43.5
California,Fort Ross State Park,39.9
California,Klamath,79.6
California,Shelter Cove,62
Arkansas,Blytheville,49.8
Arkansas,Eudora,57.1
Arkansas,Helena,50.8
Arkansas,Jonesboro,48.2
Arkansas,Marianna,50.6
Arkansas,West Memphis,53.4
Arkansas,El Dorado,52.9
Arkansas,Magnolia,53.2
Arkansas,Monticello,53.5
Arkansas,Pine Bluff,52.9
Arkansas,Texarkana,49.7
Arkansas,Blue Mountain Lake Dam,48.4
Arkansas,Fort Smith,45.5
Arkansas,Hot Springs,55.9
Arkansas,Lake Ouachita Dam,56.4
Arkansas,Little Rock,49.8
Arkansas,Mena,59.2
Arkansas,North Little Rock,50
Arkansas,Searcy,50.1
Arkansas,Bentonville,56.4
Arkansas,Eureka Springs,46.9
Arkansas,Fayetteville,45.5
Arkansas,Greers Ferry Lake Dam,50.9
Arkansas,Harrison,44.1
Arkansas,Mountain Home,48.1
Arkansas,Mountain View,50.7
Arkansas,Fort Smith,123
Arizona,Bisbee,19.1
Arizona,Chiricahua National Monument,20.7
Arizona,Coronado National Monument,22
Arizona,Green Valley,14.2
Arizona,Nogales,18.1
Arizona,Organ Pipe Cactus Monument,10.3
Arizona,Sierra Vista,14.2
Arizona,Tombstone,14.1
Arizona,Tucson,11.6
Arizona,Bullhead City,6
Arizona,Kingman,8.4
Arizona,Lake Havasu City,3.8
Arizona,Parker,5.1
Arizona,Yuma,3.3
Arizona,Apache Junction,13.3
Arizona,Mesa,9.5
Arizona,Phoenix,8.2
Arizona,South Phoenix,8.4
Arizona,Tempe,9.3
Arizona,Casa Grande,9
Arizona,Globe,16.8
Arizona,Jerome,18.7
Arizona,Painted Desert National Park,10.8
Arizona,Payson,21.3
Arizona,Petrified Forest National Park,10.5
Arizona,Prescott,18
Arizona,Sedona,18.5
Arizona,Stewart Mountain,13.3
Arizona,Wickenburg,12.2
Arizona,Canyon de Chelly,9.6
Arizona,Flagstaff,21.9
Arizona,Grand Canyon Village,15.9
Arizona,Monument Valley,5.2
Arizona,Page,6.8
Arizona,Pipe Springs Monument,11
Arizona,Williams,22.3
Arizona,Flagstaff,162
Alaska,Annette Island,101.6
Alaska,Glacier Bay,78.6
Alaska,Haines,46.5
Alaska,Juneau,92.2
Alaska,Ketchikan,141.3
Alaska,Sitka,86.8
Alaska,Wrangell,91.2
Alaska,Yakutat,155.1
Alaska,Anchorage,16.6
Alaska,Gulkana,11.3
Alaska,Homer,24.3
Alaska,Seward,73.3
Alaska,Talkeetna,28
Alaska,Valdez,69
Alaska,Bethel,18.5
Alaska,Cold Bay,41.7
Alaska,King Salmon,19.5
Alaska,Kodiak,78
Alaska,McGrath,18
Alaska,Port Alsworth,13.2
Alaska,St Paul Island,23.7
Alaska,Shemya Island,31.9
Alaska,Fairbanks,10.8
Alaska,McKinley Park,15.1
Alaska,Tanana,11.6
Alaska,Tok,9.5
Alaska,Barrow,4.5
Alaska,Bettles,14.9
Alaska,Kotzebue,11
Alaska,Nome,16.8
Alaska,Prudhoe Bay,4
Alabama,Bay Minette,68.9
Alabama,Dauphin Island,61.4
Alabama,Fairhope,67.9
Alabama,Mobile,66.2
Alabama,Atmore,62.7
Alabama,Auburn,53.6
Alabama,Demopolis Dam,54.5
Alabama,Dothan,54
Alabama,Enterprise,54.3
Alabama,Eufaula Wildlife Refuge,50.1
Alabama,Jackson,60.2
Alabama,Montgomery,53.1
Alabama,Troy,52.1
Alabama,Anniston,49.7
Alabama,Bankhead Lake Dam,59.8
Alabama,Birmingham,53.7
Alabama,Gadsden,54.6
Alabama,Tuscaloosa,55
Alabama,Bridgeport,60.1
Alabama,Decatur,53.4
Alabama,Guntersville,53.3
Alabama,Huntsville,54.3
Alabama,Muscle Shoals,53.2
Alabama,Birmingham,99
Delaware,Dover,46.1
Delaware,Georgetown,45.9
Delaware,Lewes,46.8
Delaware,Newark,46.2
Delaware,Wilmington,43.1
Rhode Island,Block Island,42.6
Rhode Island,Kingston,52.9
Rhode Island,Newport,48.5
Rhode Island,North Foster,53.7
Rhode Island,Providence,47.2
Rhode Island,Tiverton,48.5
Rhode Island,Westerly,47.4
Rhode Island,Woonsocket,51.4
District of Columbia,Washington,39.7
